,State,Downs,FGMade,FGMiss,FUM,INT,PUNT,SAF,TD,Frequency,E[Plays Remaining],Markov EP,Recursive EP,Regressive EP,Down,DTG,Ydline
973,0.1284,0.0003,0.0004,0.0,0.0,0.0206,78.0,1.04,2.65,2.49,2.53,4.0,8.0,10.0,4-8-14,0.0306,0.8314
974,0.1315,0.0003,0.0004,0.0,0.0,0.0059,99.0,1.03,2.54,2.34,2.28,4.0,8.0,14.0,4-8-18,0.0436,0.8419
975,0.0866,0.0178,0.0008,0.0,0.0,0.0094,116.0,1.06,2.59,2.4,2.04,4.0,8.0,18.0,4-8-22,0.0271,0.7346
976,0.2219,0.0093,0.0003,0.0,0.0,0.0069,113.0,1.04,2.25,1.94,1.79,4.0,8.0,22.0,4-8-26,0.0922,0.575
977,0.2848,0.0023,0.0033,0.0117,0.0,0.0308,102.0,1.28,1.94,1.48,1.55,4.0,8.0,26.0,4-8-30,0.0687,0.3964
978,0.2272,0.0022,0.0218,0.2408,0.0,0.043,107.0,1.3,1.49,0.86,1.3,4.0,8.0,30.0,4-8-34,0.0859,0.1182
979,0.0944,0.0103,0.0029,0.6566,0.0,0.0317,123.0,1.29,0.58,-0.31,1.05,4.0,8.0,34.0,4-8-38,0.0353,0.0191
980,0.0037,0.0025,0.0035,0.9081,0.0,0.0279,133.0,1.31,0.25,-0.7,0.81,4.0,8.0,38.0,4-8-42,0.0007,0.0001
981,0.0,0.0094,0.0,0.9895,0.0,0.0003,107.0,1.03,0.0,-0.99,0.56,4.0,8.0,42.0,4-8-46,0.0009,0.0044
982,0.0009,0.0076,0.0009,0.9793,0.0,0.006,143.0,1.1,0.06,-0.93,0.31,4.0,8.0,46.0,4-8-50,0.0158,0.0003
983,0.0001,0.0001,0.0004,0.9826,0.0,0.0008,142.0,1.07,0.01,-0.98,0.07,4.0,8.0,50.0,4-8-54,0.007,0.0042
984,0.0008,0.0008,0.0012,0.9715,0.0,0.0146,172.0,1.11,0.11,-0.85,-0.18,4.0,8.0,54.0,4-8-58,0.0064,0.0013
985,0.0003,0.0063,0.0005,0.9714,0.0,0.0139,170.0,1.06,0.1,-0.88,-0.42,4.0,8.0,58.0,4-8-6,0.0334,0.9393
986,0.0167,0.0057,0.0001,0.0,0.0,0.0049,180.0,1.01,2.85,2.78,2.57,4.0,8.0,6.0,4-8-62,0.0095,0.001
987,0.0002,0.0003,0.0004,0.9733,0.0,0.0152,220.0,1.05,0.11,-0.86,-0.67,4.0,8.0,62.0,,,
988,4-8-66,0.0007,0.0001,0.0,0.0001,0.0,0.9837,0.0,0.0153,207.0,1.07,0.11,-0.86,-0.92,4.0,8.0,66.0
989,4-8-70,0.024,0.0001,0.0,0.006,0.0,0.9635,0.0,0.0063,168.0,1.03,0.04,-0.94,-1.16,4.0,8.0,70.0
990,4-8-74,0.0006,0.0022,0.0003,0.0006,0.0008,0.9832,0.0,0.0124,240.0,1.11,0.09,-0.88,-1.41,4.0,8.0,74.0
991,4-8-78,0.0005,0.0014,0.0003,0.0105,0.0009,0.974,0.0,0.0123,102.0,1.1,0.09,-0.89,-1.66,4.0,8.0,78.0
992,4-8-82,0.0006,0.0024,0.0005,0.0014,0.002,0.9886,0.0,0.0044,92.0,1.17,0.04,-0.94,-1.9,4.0,8.0,82.0
993,4-8-86,0.0,0.0,0.0,0.0,0.0,0.9843,0.0,0.0157,65.0,1.02,0.11,-0.86,-2.15,4.0,8.0,86.0
994,4-8-90,0.0,0.0,0.0,0.0,0.0,0.9994,0.0,0.0006,41.0,1.03,0.0,-0.98,-2.4,4.0,8.0,90.0
995,4-8-94,0.0,0.0,0.0,0.0,0.0,0.963,0.0,0.037,27.0,1.0,0.26,-0.69,-2.64,4.0,8.0,94.0
996,4-9-10,0.0375,0.8782,0.0506,0.0124,0.0005,0.0001,0.0,0.0207,84.0,1.07,2.78,2.65,2.46,4.0,9.0,10.0
997,4-9-14,0.0358,0.8447,0.0955,0.0119,0.0,0.0,0.0,0.0122,85.0,1.01,2.62,2.44,2.22,4.0,9.0,14.0
998,4-9-18,0.0387,0.6899,0.2197,0.0016,0.0145,0.0001,0.0,0.0355,83.0,1.22,2.32,1.98,1.97,4.0,9.0,18.0
999,4-9-22,0.0221,0.68,0.2622,0.0006,0.001,0.02,0.0,0.0141,97.0,1.09,2.14,1.78,1.72,4.0,9.0,22.0
1000,4-9-26,0.0353,0.6971,0.2177,0.0008,0.0236,0.0139,0.0,0.0117,89.0,1.1,2.17,1.81,1.48,4.0,9.0,26.0
1001,4-9-30,0.1345,0.4139,0.2017,0.0015,0.0023,0.2131,0.0,0.033,76.0,1.21,1.47,0.86,1.23,4.0,9.0,30.0
1002,4-9-34,0.023,0.1469,0.0343,0.0015,0.0025,0.7715,0.0,0.0203,102.0,1.24,0.58,-0.25,0.99,4.0,9.0,34.0
1003,4-9-38,0.0479,0.0123,0.0046,0.0013,0.0021,0.9206,0.0,0.0111,93.0,1.18,0.11,-0.86,0.74,4.0,9.0,38.0
1004,4-9-42,0.0101,0.0092,0.011,0.0012,0.0016,0.9557,0.0,0.0111,113.0,1.18,0.1,-0.87,0.49,4.0,9.0,42.0
1005,4-9-46,0.0183,0.0073,0.0018,0.0012,0.0018,0.9602,0.0,0.0094,124.0,1.18,0.09,-0.89,0.25,4.0,9.0,46.0
1006,4-9-50,0.0092,0.0004,0.0001,0.0001,0.0002,0.9894,0.0,0.0007,130.0,1.06,0.01,-0.98,0.0,4.0,9.0,50.0
1007,4-9-54,0.009,0.0041,0.001,0.0008,0.0013,0.9627,0.0,0.0211,132.0,1.14,0.16,-0.8,-0.25,4.0,9.0,54.0
1008,4-9-58,0.0068,0.0,0.0,0.0001,0.0,0.9929,0.0,0.0002,152.0,1.02,0.0,-0.98,-0.49,4.0,9.0,58.0
1009,4-9-6,0.0219,0.8286,0.0981,0.011,0.0109,0.0,0.0,0.0296,94.0,1.05,2.69,2.51,2.43,4.0,9.0,6.0
1010,4-9-62,0.0069,0.0039,0.0006,0.001,0.0071,0.9735,0.0001,0.007,176.0,1.17,0.06,-0.92,-0.74,4.0,9.0,62.0
1011,4-9-66,0.0061,0.0001,0.0,0.0001,0.0001,0.976,0.0,0.0176,174.0,1.03,0.12,-0.84,-0.98,4.0,9.0,66.0
1012,4-9-70,0.0009,0.0029,0.0006,0.001,0.0094,0.9805,0.0,0.0045,125.0,1.16,0.04,-0.95,-1.23,4.0,9.0,70.0
1013,4-9-74,0.0002,0.0,0.0,0.0,0.0,0.9832,0.0,0.0165,124.0,1.04,0.12,-0.85,-1.48,4.0,9.0,74.0
1014,4-9-78,0.0055,0.0,0.0,0.0,0.0,0.9724,0.0,0.022,184.0,1.03,0.15,-0.81,-1.72,4.0,9.0,78.0
1015,4-9-82,0.0119,0.0012,0.0003,0.0008,0.0011,0.959,0.0,0.0257,86.0,1.11,0.18,-0.78,-1.97,4.0,9.0,82.0
1016,4-9-86,0.0189,0.0,0.0,0.0,0.0,0.9807,0.0,0.0004,53.0,1.02,0.0,-0.98,-2.22,4.0,9.0,86.0
1017,4-9-90,0.0,0.0,0.0,0.0,0.0,0.9732,0.0,0.0268,39.0,1.05,0.19,-0.77,-2.46,4.0,9.0,90.0
1018,4-9-94,0.0006,0.0022,0.0005,0.0014,0.002,0.9892,0.0,0.0042,46.0,1.2,0.04,-0.94,-2.71,4.0,9.0,94.0
